set_id,question_number,question_text,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,quiz_type,difficulty,explanation,improvement_note,notation_data
"gen-indian-hindustani-theory-020","20","Which vocal gharana is known for: ""Slow tempo, swara perfection, emphasis on melody and bhava""?","Kirana","Agra","Gwalior","Jaipur-Atrauli","Hindustani Theory","indian_classical","intermediate","The Kirana Gharana (~19th century) is characterized by: Slow tempo, swara perfection, emphasis on melody and bhava. Notable artists: Abdul Karim Khan, Bhimsen Joshi, Gangubai Hangal.","",""
"gen-indian-hindustani-theory-021","21","Which vocal gharana is known for: ""Fast taans, elaborate ornamentation, powerful voice""?","Patiala","Agra","Gwalior","Rampur-Sahaswan","Hindustani Theory","indian_classical","intermediate","The Patiala Gharana (~19th century) is characterized by: Fast taans, elaborate ornamentation, powerful voice. Notable artists: Bade Ghulam Ali Khan, Ajoy Chakraborty.","",""
"gen-indian-hindustani-theory-022","22","Which vocal gharana is known for: ""Long elaborate alaps, systematic raga development""?","Rampur-Sahaswan","Gwalior","Agra","Jaipur-Atrauli","Hindustani Theory","indian_classical","intermediate","The Rampur-Sahaswan Gharana (~19th century) is characterized by: Long elaborate alaps, systematic raga development. Notable artists: Mushtaq Hussain Khan, Rashid Khan.","",""
"gen-indian-hindustani-theory-023","23","Which Hindustani ornament is described as: ""A smooth glide from one note to another""?","Meend","Kan","Tan","Chalan","Hindustani Theory","indian_classical","intermediate","Meend: A smooth glide from one note to another.","",""
"gen-indian-hindustani-theory-024","24","Which Hindustani ornament is described as: ""A quick, delicate cluster of notes used as ornamentation""?","Murki","Zamzama","Avroh","Khatka","Hindustani Theory","indian_classical","intermediate","Murki: A quick, delicate cluster of notes used as ornamentation.","",""
"gen-indian-hindustani-theory-025","25","Which Hindustani ornament is described as: ""A grace note that touches a note briefly before landing on the main note""?","Kan","Khatka","Zamzama","Alap","Hindustani Theory","indian_classical","intermediate","Kan: A grace note that touches a note briefly before landing on the main note.","",""
"gen-indian-hindustani-theory-026","26","Which Hindustani ornament is described as: ""A rapid shake or cluster ornament""?","Khatka","Alap","Samvadi","Andolan","Hindustani Theory","indian_classical","intermediate","Khatka: A rapid shake or cluster ornament.","",""
"gen-indian-hindustani-theory-027","27","Which Hindustani ornament is described as: ""An extended ornamental passage with multiple notes""?","Zamzama","Vadi","Alap","Kan","Hindustani Theory","indian_classical","intermediate","Zamzama: An extended ornamental passage with multiple notes.","",""
"gen-indian-hindustani-theory-028","28","Which Hindustani ornament is described as: ""Heavy oscillation between notes, a forceful ornament""?","Gamak","Alap","Jhala","Pakad","Hindustani Theory","indian_classical","intermediate","Gamak: Heavy oscillation between notes, a forceful ornament.","",""
"gen-indian-hindustani-theory-029","29","Which Hindustani ornament is described as: ""A slow, gentle swing around a note (especially komal notes)""?","Andolan","Kan","Zamzama","Chalan","Hindustani Theory","indian_classical","intermediate","Andolan: A slow, gentle swing around a note (especially komal notes).","",""
"gen-indian-hindustani-theory-030","30","What is ""Vadi"" in Hindustani classical music?","The most important (king) note of a raga","The second most important (minister/queen) note, usually a fourth or fifth from the vadi","Second section of alap introducing rhythmic pulse without tala","The characteristic catch phrase or identifying melodic motif of a raga","Hindustani Theory","indian_classical","intermediate","Vadi: The most important (king) note of a raga.","",""
"gen-indian-hindustani-theory-031","31","What is ""Samvadi"" in Hindustani classical music?","The second most important (minister/queen) note, usually a fourth or fifth from the vadi","A smooth glide from one note to another","Heavy oscillation between notes, a forceful ornament","The descending scale pattern of a raga","Hindustani Theory","indian_classical","intermediate","Samvadi: The second most important (minister/queen) note, usually a fourth or fifth from the vadi.","",""
"gen-indian-hindustani-theory-032","32","What is ""Pakad"" in Hindustani classical music?","The characteristic catch phrase or identifying melodic motif of a raga","Heavy oscillation between notes, a forceful ornament","Second section of alap introducing rhythmic pulse without tala","An extended ornamental passage with multiple notes","Hindustani Theory","indian_classical","intermediate","Pakad: The characteristic catch phrase or identifying melodic motif of a raga.","",""
"gen-indian-hindustani-theory-033","33","What is ""Chalan"" in Hindustani classical music?","The overall melodic movement or progression of a raga","The ascending scale pattern of a raga","A rapid shake or cluster ornament","An extended ornamental passage with multiple notes","Hindustani Theory","indian_classical","intermediate","Chalan: The overall melodic movement or progression of a raga.","",""
"gen-indian-hindustani-theory-034","34","What is ""Jod"" in Hindustani classical music?","Second section of alap introducing rhythmic pulse without tala","Fast melodic runs or passages used in improvisation","The most important (king) note of a raga","A rapid shake or cluster ornament","Hindustani Theory","indian_classical","intermediate","Jod: Second section of alap introducing rhythmic pulse without tala.","",""
"gen-indian-hindustani-theory-035","35","What is ""Jhala"" in Hindustani classical music?","Fast-paced climactic section using rapid rhythmic strokes","Second section of alap introducing rhythmic pulse without tala","The most important (king) note of a raga","The second most important (minister/queen) note, usually a fourth or fifth from the vadi","Hindustani Theory","indian_classical","intermediate","Jhala: Fast-paced climactic section using rapid rhythmic strokes.","",""
"gen-indian-hindustani-theory-036","36","What is ""Gat"" in Hindustani classical music?","Fixed composition set to a specific tala (instrumental)","The descending scale pattern of a raga","The ascending scale pattern of a raga","A smooth glide from one note to another","Hindustani Theory","indian_classical","intermediate","Gat: Fixed composition set to a specific tala (instrumental).","",""
"gen-indian-hindustani-theory-037","37","Which Western mode is the closest equivalent to the Hindustani Bilawal thaat?","Major scale (Ionian)","Double harmonic","Mixolydian","Lydian","Hindustani Theory","indian_classical","advanced","Bilawal thaat (Sa Re Ga Ma Pa Dha Ni) corresponds roughly to the Major scale (Ionian).","",""
"gen-indian-hindustani-theory-038","38","Which Western mode is the closest equivalent to the Hindustani Khamaj thaat?","Mixolydian","Major scale (Ionian)","Dorian","Double harmonic","Hindustani Theory","indian_classical","advanced","Khamaj thaat (Sa Re Ga Ma Pa Dha ni) corresponds roughly to the Mixolydian.","",""
"gen-indian-hindustani-theory-039","39","Which Western mode is the closest equivalent to the Hindustani Kafi thaat?","Dorian","Mixolydian","Double harmonic","Major scale (Ionian)","Hindustani Theory","indian_classical","advanced","Kafi thaat (Sa Re ga Ma Pa Dha ni) corresponds roughly to the Dorian.","",""
"gen-indian-hindustani-theory-040","40","Which Western mode is the closest equivalent to the Hindustani Asavari thaat?","Natural minor (Aeolian)","Major scale (Ionian)","Lydian","Phrygian","Hindustani Theory","indian_classical","advanced","Asavari thaat (Sa Re ga Ma Pa dha ni) corresponds roughly to the Natural minor (Aeolian).","",""
"gen-indian-hindustani-theory-041","41","Which Western mode is the closest equivalent to the Hindustani Bhairavi thaat?","Phrygian","Lydian","Major scale (Ionian)","Mixolydian","Hindustani Theory","indian_classical","advanced","Bhairavi thaat (Sa re ga Ma Pa dha ni) corresponds roughly to the Phrygian.","",""
"gen-indian-hindustani-theory-042","42","Which Western mode is the closest equivalent to the Hindustani Bhairav thaat?","Double harmonic","Major scale (Ionian)","Mixolydian","Dorian","Hindustani Theory","indian_classical","advanced","Bhairav thaat (Sa re Ga Ma Pa dha Ni) corresponds roughly to the Double harmonic.","",""
"gen-indian-hindustani-theory-043","43","Which Western mode is the closest equivalent to the Hindustani Kalyan thaat?","Lydian","Natural minor (Aeolian)","Mixolydian","Double harmonic","Hindustani Theory","indian_classical","advanced","Kalyan thaat (Sa Re Ga Ma' Pa Dha Ni) corresponds roughly to the Lydian.","",""
"gen-indian-hindustani-theory-044","44","How many rasas (emotional essences) are recognized in classical Indian aesthetics?","9 (Nava Rasa)","7","5","12","Hindustani Theory","indian_classical","advanced","The Nava Rasas are: Shringara (love), Hasya (laughter), Karuna (sorrow), Raudra (anger), Veera (heroism), Bhayanaka (fear), Bibhatsa (disgust), Adbhuta (wonder), and Shanta (peace).","",""
"gen-indian-hindustani-theory-045","45","In Indian aesthetics, which emotion does the rasa ""Shringara"" represent?","Love/Romance/Beauty","Fear/Terror","Heroism/Courage","Laughter/Comedy","Hindustani Theory","indian_classical","advanced","Shringara rasa represents Love/Romance/Beauty.","",""
"gen-indian-hindustani-theory-046","46","In Indian aesthetics, which emotion does the rasa ""Hasya"" represent?","Laughter/Comedy","Heroism/Courage","Disgust/Aversion","Compassion/Sorrow","Hindustani Theory","indian_classical","advanced","Hasya rasa represents Laughter/Comedy.","",""
"gen-indian-hindustani-theory-047","47","In Indian aesthetics, which emotion does the rasa ""Karuna"" represent?","Compassion/Sorrow","Love/Romance/Beauty","Anger/Fury","Disgust/Aversion","Hindustani Theory","indian_classical","advanced","Karuna rasa represents Compassion/Sorrow.","",""
"gen-indian-hindustani-theory-048","48","In Indian aesthetics, which emotion does the rasa ""Raudra"" represent?","Anger/Fury","Peace/Tranquility","Wonder/Amazement","Laughter/Comedy","Hindustani Theory","indian_classical","advanced","Raudra rasa represents Anger/Fury.","",""
"gen-indian-hindustani-theory-049","49","In Indian aesthetics, which emotion does the rasa ""Veera"" represent?","Heroism/Courage","Peace/Tranquility","Anger/Fury","Compassion/Sorrow","Hindustani Theory","indian_classical","advanced","Veera rasa represents Heroism/Courage.","",""
"gen-indian-hindustani-theory-050","50","What is the correct order of sections in a Hindustani instrumental performance?","Alap, Jod, Jhala, Gat","Gat, Alap, Jod, Jhala","Jod, Alap, Gat, Jhala","Alap, Gat, Jod, Jhala","Hindustani Theory","indian_classical","advanced","The standard order is: Alap (slow raga exposition) -> Jod (rhythmic pulse added) -> Jhala (fast climax) -> Gat (composed piece with tala).","",""
"gen-indian-hindustani-theory-051","51","In Hindustani music, what does 'Shuddha' swara mean?","The natural/default position of a swara","A flattened note","A sharpened note","A sustained note","Hindustani Theory","indian_classical","beginner","Shuddha means pure or natural — the default pitch of a swara in the Bilawal thaat.","",""
"gen-indian-hindustani-theory-052","52","What does 'Komal' swara mean in Hindustani music?","A flattened (lowered) swara","A sharpened (raised) swara","A natural swara","A sustained swara","Hindustani Theory","indian_classical","beginner","Komal means soft/flat. Re, Ga, Dha, and Ni can be komal (lowered by a semitone).","",""
"gen-indian-hindustani-theory-053","53","Which is the only swara that can be 'Tivra' (sharp) in Hindustani music?","Ma (Madhyam)","Re (Rishabh)","Ga (Gandhar)","Ni (Nishad)","Hindustani Theory","indian_classical","beginner","Only Ma can be Tivra (sharpened). The four swaras Re, Ga, Dha, Ni can be Komal. Sa and Pa are fixed.","",""
"gen-indian-hindustani-theory-054","54","Which gharana is considered the oldest vocal gharana in Hindustani music?","Gwalior Gharana","Agra Gharana","Kirana Gharana","Patiala Gharana","Hindustani Theory","indian_classical","intermediate","Gwalior Gharana.","",""
"gen-indian-hindustani-theory-055","55","Which gharana is known for its emphasis on rhythm and layakari (rhythmic play)?","Agra Gharana","Kirana Gharana","Gwalior Gharana","Jaipur-Atrauli Gharana","Hindustani Theory","indian_classical","intermediate","Agra Gharana.","",""
"gen-indian-hindustani-theory-056","56","Bhimsen Joshi is associated with which gharana?","Kirana Gharana","Gwalior Gharana","Agra Gharana","Patiala Gharana","Hindustani Theory","indian_classical","intermediate","Kirana Gharana.","",""
"gen-indian-hindustani-theory-057","57","Which gharana is particularly known for performing rare and unusual ragas?","Jaipur-Atrauli Gharana","Gwalior Gharana","Kirana Gharana","Patiala Gharana","Hindustani Theory","indian_classical","intermediate","Jaipur-Atrauli Gharana.","",""
"gen-indian-hindustani-theory-058","58","What is 'Nom-Tom Alap' in Hindustani vocal music?","A style of alap using syllables 'nom' and 'tom' (derived from Dhrupad tradition) instead of aa-kar","A type of fast taan","A rhythmic cadence pattern","A light classical composition form","Hindustani Theory","indian_classical","advanced","A style of alap using syllables 'nom' and 'tom' (derived from Dhrupad tradition) instead of aa-kar.","",""
"gen-indian-hindustani-theory-059","59","What is the 'Prahar' system in relation to ragas?","The division of 24 hours into 8 periods of 3 hours each, each associated with specific ragas","A system of 8 basic talas","A method of classifying ragas by mood","A tuning system for stringed instruments","Hindustani Theory","indian_classical","advanced","The division of 24 hours into 8 periods of 3 hours each, each associated with specific ragas.","",""
"gen-indian-hindustani-theory-060","60","What instrument traditionally provides the drone in a Hindustani performance?","Tanpura","Harmonium","Sitar","Sarangi","Hindustani Theory","indian_classical","advanced","Tanpura.","",""
"gen-indian-hindustani-ragas-001","1","Which thaat does raga Bilawal belong to?","Bilawal","Bhairav","Todi","Poorvi","Hindustani Ragas","indian_classical","beginner","Raga Bilawal belongs to Bilawal thaat.","",""
"gen-indian-hindustani-ragas-002","2","Which thaat does raga Khamaj belong to?","Khamaj","Bilawal","Poorvi","Kalyan","Hindustani Ragas","indian_classical","beginner","Raga Khamaj belongs to Khamaj thaat.","",""
"gen-indian-hindustani-ragas-003","3","Which thaat does raga Kafi belong to?","Kafi","Asavari","Khamaj","Marwa","Hindustani Ragas","indian_classical","beginner","Raga Kafi belongs to Kafi thaat.","",""
"gen-indian-hindustani-ragas-004","4","Which thaat does raga Bhairavi belong to?","Bhairavi","Bilawal","Poorvi","Khamaj","Hindustani Ragas","indian_classical","beginner","Raga Bhairavi belongs to Bhairavi thaat.","",""
"gen-indian-hindustani-ragas-005","5","Which thaat does raga Bhairav belong to?","Bhairav","Marwa","Todi","Bilawal","Hindustani Ragas","indian_classical","beginner","Raga Bhairav belongs to Bhairav thaat.","",""
"gen-indian-hindustani-ragas-006","6","Which thaat does raga Yaman belong to?","Kalyan","Kafi","Asavari","Bhairav","Hindustani Ragas","indian_classical","beginner","Raga Yaman belongs to Kalyan thaat.","",""
"gen-indian-hindustani-ragas-007","7","At what time of day is raga Bilawal traditionally performed?","Late morning","Early morning","Morning","Evening","Hindustani Ragas","indian_classical","beginner","Raga Bilawal is traditionally performed during Late morning.","",""
"gen-indian-hindustani-ragas-008","8","At what time of day is raga Khamaj traditionally performed?","Night","Late morning","Spring, late night","Morning","Hindustani Ragas","indian_classical","beginner","Raga Khamaj is traditionally performed during Night.","",""
"gen-indian-hindustani-ragas-009","9","At what time of day is raga Kafi traditionally performed?","Night","Evening","Afternoon","Evening (sunset)","Hindustani Ragas","indian_classical","beginner","Raga Kafi is traditionally performed during Night.","",""
"gen-indian-hindustani-ragas-010","10","At what time of day is raga Bhairavi traditionally performed?","Morning (also anytime)","Afternoon","Spring, late night","Night (rainy season)","Hindustani Ragas","indian_classical","beginner","Raga Bhairavi is traditionally performed during Morning (also anytime).","",""
"gen-indian-hindustani-ragas-011","11","At what time of day is raga Bhairav traditionally performed?","Early morning","Spring, late night","Early evening","Morning (also anytime)","Hindustani Ragas","indian_classical","beginner","Raga Bhairav is traditionally performed during Early morning.","",""
"gen-indian-hindustani-ragas-012","12","At what time of day is raga Yaman traditionally performed?","Early evening","Anytime","Late morning","Spring, late night","Hindustani Ragas","indian_classical","beginner","Raga Yaman is traditionally performed during Early evening.","",""
"gen-indian-hindustani-ragas-013","13","Raga Des is classified under which thaat?","Khamaj","Bhairav","Kafi","Bhairavi","Hindustani Ragas","indian_classical","intermediate","Raga Des belongs to Khamaj thaat. Mood: Romantic, tender.","",""
"gen-indian-hindustani-ragas-014","14","Raga Desh is classified under which thaat?","Kafi","Bhairavi","Todi","Kalyan","Hindustani Ragas","indian_classical","intermediate","Raga Desh belongs to Kafi thaat. Mood: Patriotic, devotional.","",""
"gen-indian-hindustani-ragas-015","15","Raga Bhimpalasi is classified under which thaat?","Kafi","Asavari","Bhairav","Kalyan","Hindustani Ragas","indian_classical","intermediate","Raga Bhimpalasi belongs to Kafi thaat. Mood: Melancholic, yearning.","",""
"gen-indian-hindustani-ragas-016","16","Raga Darbari Kanada is classified under which thaat?","Asavari","Bilawal","Khamaj","Kafi","Hindustani Ragas","indian_classical","intermediate","Raga Darbari Kanada belongs to Asavari thaat. Mood: Majestic, serious, grave.","",""
"gen-indian-hindustani-ragas-017","17","Raga Ahir Bhairav is classified under which thaat?","Bhairav","Bilawal","Todi","Khamaj","Hindustani Ragas","indian_classical","intermediate","Raga Ahir Bhairav belongs to Bhairav thaat. Mood: Devotional, peaceful.","",""
"gen-indian-hindustani-ragas-018","18","Raga Hameer is classified under which thaat?","Kalyan","Marwa","Bhairav","Poorvi","Hindustani Ragas","indian_classical","intermediate","Raga Hameer belongs to Kalyan thaat. Mood: Majestic, heroic.","",""
"gen-indian-hindustani-ragas-019","19","Raga Marwa is classified under which thaat?","Marwa","Kalyan","Asavari","Khamaj","Hindustani Ragas","indian_classical","intermediate","Raga Marwa belongs to Marwa thaat. Mood: Restless, yearning, serious.","",""
"gen-indian-hindustani-ragas-020","20","Raga Basant is classified under which thaat?","Poorvi","Asavari","Bilawal","Todi","Hindustani Ragas","indian_classical","intermediate","Raga Basant belongs to Poorvi thaat. Mood: Festive, spring mood.","",""
"gen-indian-hindustani-ragas-021","21","Raga Todi (Miyan ki Todi) is classified under which thaat?","Todi","Poorvi","Bhairavi","Asavari","Hindustani Ragas","indian_classical","intermediate","Raga Todi (Miyan ki Todi) belongs to Todi thaat. Mood: Serious, devotional, intense.","",""
"gen-indian-hindustani-ragas-022","22","Raga Multani is classified under which thaat?","Todi","Asavari","Khamaj","Kafi","Hindustani Ragas","indian_classical","intermediate","Raga Multani belongs to Todi thaat. Mood: Serious, intense.","",""
"gen-indian-hindustani-ragas-023","23","What is the vadi (most important note) of raga Bhimpalasi?","Ma","Dha","Pa","Ga","Hindustani Ragas","indian_classical","intermediate","Raga Bhimpalasi: Vadi = Ma, Samvadi = Sa.","",""
"gen-indian-hindustani-ragas-024","24","What is the vadi (most important note) of raga Darbari Kanada?","Re","Ma","Ni","Ga","Hindustani Ragas","indian_classical","intermediate","Raga Darbari Kanada: Vadi = Re, Samvadi = Pa.","",""
"gen-indian-hindustani-ragas-025","25","What is the vadi (most important note) of raga Bhairav?","Dha","Pa","Ga","Re","Hindustani Ragas","indian_classical","intermediate","Raga Bhairav: Vadi = Dha, Samvadi = Re.","",""
"gen-indian-hindustani-ragas-026","26","What is the vadi (most important note) of raga Yaman?","Ga","Ma","Re","Pa","Hindustani Ragas","indian_classical","intermediate","Raga Yaman: Vadi = Ga, Samvadi = Ni.","",""
"gen-indian-hindustani-ragas-027","27","In Hindustani raga time theory, which rule applies to the ""Sandhi Prakash (twilight)"" period?","Ragas with komal Re and/or komal Dha are typically sung at dawn or dusk","Komal Re ragas dominate the morning hours","Shuddha (natural) Re ragas in the second prahar","Deep, serious ragas with komal swaras","Hindustani Ragas","indian_classical","advanced","Sandhi Prakash (twilight): Ragas with komal Re and/or komal Dha are typically sung at dawn or dusk. Example ragas: Bhairav, Marwa, Poorvi, Todi.","",""
"gen-indian-hindustani-ragas-028","28","In Hindustani raga time theory, which rule applies to the ""Morning (6 AM - 9 AM)"" period?","Komal Re ragas dominate the morning hours","Ragas with komal Re and/or komal Dha are typically sung at dawn or dusk","Shuddha (natural) Re ragas in the second prahar","Tivra Ma (sharp fourth) ragas are associated with evening","Hindustani Ragas","indian_classical","advanced","Morning (6 AM - 9 AM): Komal Re ragas dominate the morning hours. Example ragas: Bhairav, Todi, Ahir Bhairav, Bilaskhani Todi.","",""
"gen-indian-hindustani-ragas-029","29","In Hindustani raga time theory, which rule applies to the ""Late Morning (9 AM - 12 PM)"" period?","Shuddha (natural) Re ragas in the second prahar","Ragas with komal Re and/or komal Dha are typically sung at dawn or dusk","Deep, serious ragas with komal swaras","Komal Ga and komal Ni ragas are sung at night","Hindustani Ragas","indian_classical","advanced","Late Morning (9 AM - 12 PM): Shuddha (natural) Re ragas in the second prahar. Example ragas: Bilawal, Asavari, Jaunpuri.","",""
"gen-indian-hindustani-ragas-030","30","In Hindustani raga time theory, which rule applies to the ""Afternoon (12 PM - 3 PM)"" period?","Ragas using Ma prominently","Tivra Ma (sharp fourth) ragas are associated with evening","Ragas with komal Re and/or komal Dha are typically sung at dawn or dusk","Komal Re ragas dominate the morning hours","Hindustani Ragas","indian_classical","advanced","Afternoon (12 PM - 3 PM): Ragas using Ma prominently. Example ragas: Bhimpalasi, Multani, Sarang.","",""
"gen-indian-hindustani-ragas-031","31","What mood or rasa is primarily associated with raga Darbari Kanada?","Majestic, serious, grave","Serene, peaceful","Playful, romantic","Versatile, semi-classical","Hindustani Ragas","indian_classical","advanced","Raga Darbari Kanada evokes the mood of: Majestic, serious, grave. It is performed during Late night.","",""
"gen-indian-hindustani-ragas-032","32","What mood or rasa is primarily associated with raga Yaman?","Romantic, devotional, auspicious","Majestic, heroic","Romantic, earthy","Versatile, semi-classical","Hindustani Ragas","indian_classical","advanced","Raga Yaman evokes the mood of: Romantic, devotional, auspicious. It is performed during Early evening.","",""
"gen-indian-hindustani-ragas-033","33","What mood or rasa is primarily associated with raga Marwa?","Restless, yearning, serious","Playful, romantic","Melancholic, yearning","Romantic, devotional, auspicious","Hindustani Ragas","indian_classical","advanced","Raga Marwa evokes the mood of: Restless, yearning, serious. It is performed during Evening (sunset).","",""
"gen-indian-hindustani-ragas-034","34","What mood or rasa is primarily associated with raga Puriya?","Serious, meditative","Romantic, earthy","Festive, spring mood","Majestic, heroic","Hindustani Ragas","indian_classical","advanced","Raga Puriya evokes the mood of: Serious, meditative. It is performed during Evening.","",""
"gen-indian-hindustani-tala-001","1","How many beats (matras) does Teental have?","16","12","7","6","Hindustani Tala","indian_classical","beginner","Teental has 16 beats divided as: 4+4+4+4.","",""
"gen-indian-hindustani-tala-002","2","How many beats (matras) does Jhaptaal have?","10","14","7","16","Hindustani Tala","indian_classical","beginner","Jhaptaal has 10 beats divided as: 2+3+2+3.","",""
"gen-indian-hindustani-tala-003","3","How many beats (matras) does Rupak have?","7","14","16","10","Hindustani Tala","indian_classical","beginner","Rupak has 7 beats divided as: 3+2+2.","",""
"gen-indian-hindustani-tala-004","4","How many beats (matras) does Ektaal have?","12","6","7","10","Hindustani Tala","indian_classical","beginner","Ektaal has 12 beats divided as: 2+2+2+2+2+2.","",""
"gen-indian-hindustani-tala-005","5","How many beats (matras) does Dadra have?","6","10","16","7","Hindustani Tala","indian_classical","beginner","Dadra has 6 beats divided as: 3+3.","",""
"gen-indian-hindustani-tala-006","6","How many beats (matras) does Keherwa have?","8","7","12","10","Hindustani Tala","indian_classical","beginner","Keherwa has 8 beats divided as: 4+4.","",""
"gen-indian-hindustani-tala-007","7","In Hindustani tala, what does ""Sam"" mean?","The first beat of the tala cycle, the most important beat; marked with 'X'","A rhythmic cadential pattern repeated three times, usually ending on Sam","The basic bol (syllable) pattern that defines a tala","A tihai where each of the three repetitions itself contains a tihai (tihai within tihai)","Hindustani Tala","indian_classical","beginner","Sam: The first beat of the tala cycle, the most important beat; marked with 'X'.","",""
"gen-indian-hindustani-tala-008","8","In Hindustani tala, what does ""Khali"" mean?","The empty or open beat, played without bass; marked with '0'","A single beat, the basic time unit in a tala","The basic bol (syllable) pattern that defines a tala","A section or division of a tala cycle","Hindustani Tala","indian_classical","beginner","Khali: The empty or open beat, played without bass; marked with '0'.","",""
"gen-indian-hindustani-tala-009","9","In Hindustani tala, what does ""Tali"" mean?","A clap that marks the beginning of a vibhag (section)","A single beat, the basic time unit in a tala","The first beat of the tala cycle, the most important beat; marked with 'X'","The empty or open beat, played without bass; marked with '0'","Hindustani Tala","indian_classical","beginner","Tali: A clap that marks the beginning of a vibhag (section).","",""
"gen-indian-hindustani-tala-010","10","In Hindustani tala, what does ""Bols"" mean?","Mnemonic syllables (like Dha, Dhin, Na, Tin) used to represent tabla strokes","A tihai where each of the three repetitions itself contains a tihai (tihai within tihai)","A section or division of a tala cycle","A clap that marks the beginning of a vibhag (section)","Hindustani Tala","indian_classical","beginner","Bols: Mnemonic syllables (like Dha, Dhin, Na, Tin) used to represent tabla strokes.","",""
"gen-indian-hindustani-tala-011","11","In Hindustani tala, what does ""Matra"" mean?","A single beat, the basic time unit in a tala","Mnemonic syllables (like Dha, Dhin, Na, Tin) used to represent tabla strokes","The empty or open beat, played without bass; marked with '0'","A rhythmic cadential pattern repeated three times, usually ending on Sam","Hindustani Tala","indian_classical","beginner","Matra: A single beat, the basic time unit in a tala.","",""
"gen-indian-hindustani-tala-012","12","What is the vibhag (section) division of Teental?","4+4+4+4","2+2+2+2+2+2","2+3+2+3","5+2+3+4","Hindustani Tala","indian_classical","intermediate","Teental (16 beats) is divided as: 4+4+4+4.","",""
"gen-indian-hindustani-tala-013","13","What is the vibhag (section) division of Jhaptaal?","2+3+2+3","4+4","3+2+2","4+4+4+4","Hindustani Tala","indian_classical","intermediate","Jhaptaal (10 beats) is divided as: 2+3+2+3.","",""
"gen-indian-hindustani-tala-014","14","What is the vibhag (section) division of Rupak?","3+2+2","4+4","3+3","2+2+2+2+2+2","Hindustani Tala","indian_classical","intermediate","Rupak (7 beats) is divided as: 3+2+2.","",""
"gen-indian-hindustani-tala-015","15","What is the vibhag (section) division of Ektaal?","2+2+2+2+2+2","3+3","3+2+2","2+2+2+2+2","Hindustani Tala","indian_classical","intermediate","Ektaal (12 beats) is divided as: 2+2+2+2+2+2.","",""
"gen-indian-hindustani-tala-016","16","What is the vibhag (section) division of Dadra?","3+3","3+2+2","2+2+2+2+2+2","2+3+2+3","Hindustani Tala","indian_classical","intermediate","Dadra (6 beats) is divided as: 3+3.","",""
"gen-indian-hindustani-tala-017","17","What is the vibhag (section) division of Keherwa?","4+4","2+2+2+2+2+2","2+2+2+2+2+2","2+2+2+2+2","Hindustani Tala","indian_classical","intermediate","Keherwa (8 beats) is divided as: 4+4.","",""
"gen-indian-hindustani-tala-018","18","On which beat(s) does the Khali fall in Teental?","Beat 9","Beat 1","Beat 11","Beat 8","Hindustani Tala","indian_classical","intermediate","Teental: Khali falls on beat 9. ","",""
"gen-indian-hindustani-tala-019","19","On which beat(s) does the Khali fall in Jhaptaal?","Beat 6","Beat 1","Beat 3","Beat 5","Hindustani Tala","indian_classical","intermediate","Jhaptaal: Khali falls on beat 6. ","",""
"gen-indian-hindustani-tala-020","20","On which beat(s) does the Khali fall in Rupak?","Beat 1","Beat 7","Beat 3","Beat 13","Hindustani Tala","indian_classical","intermediate","Rupak: Khali falls on beat 1. Unique: starts with Khali on Sam","",""
"gen-indian-hindustani-tala-021","21","On which beat(s) does the Khali fall in Ektaal?","Beat 3, 7, 11","Beat 6","Beat 5","Beat 8","Hindustani Tala","indian_classical","intermediate","Ektaal: Khali falls on beat 3, 7, 11. ","",""
"gen-indian-hindustani-tala-022","22","On which beat(s) does the Khali fall in Dadra?","Beat 4","Beat 1","Beat 13","Beat 8","Hindustani Tala","indian_classical","intermediate","Dadra: Khali falls on beat 4. ","",""
"gen-indian-hindustani-tala-023","23","On which beat(s) does the Khali fall in Keherwa?","Beat 5","Beat 8","Beat 11","Beat 7","Hindustani Tala","indian_classical","intermediate","Keherwa: Khali falls on beat 5. ","",""
"gen-indian-hindustani-tala-024","24","What is ""Vibhag"" in Hindustani rhythmic theory?","A section or division of a tala cycle","The first beat of the tala cycle, the most important beat; marked with 'X'","Mnemonic syllables (like Dha, Dhin, Na, Tin) used to represent tabla strokes","The empty or open beat, played without bass; marked with '0'","Hindustani Tala","indian_classical","intermediate","Vibhag: A section or division of a tala cycle.","",""
"gen-indian-hindustani-tala-025","25","What is ""Theka"" in Hindustani rhythmic theory?","The basic bol (syllable) pattern that defines a tala","Mnemonic syllables (like Dha, Dhin, Na, Tin) used to represent tabla strokes","A single beat, the basic time unit in a tala","A section or division of a tala cycle","Hindustani Tala","indian_classical","intermediate","Theka: The basic bol (syllable) pattern that defines a tala.","",""
"gen-indian-hindustani-tala-026","26","What is ""Avartan"" in Hindustani rhythmic theory?","One complete cycle of the tala","A single beat, the basic time unit in a tala","Mnemonic syllables (like Dha, Dhin, Na, Tin) used to represent tabla strokes","Rhythmic improvisation within the tala framework","Hindustani Tala","indian_classical","intermediate","Avartan: One complete cycle of the tala.","",""
