"set_id","question_number","question_text","correct_answer","wrong_answer_1","wrong_answer_2","wrong_answer_3","category","quiz_type","difficulty","explanation","improvement_note","youtube_title","sources_and_notes","","","","","","","","","",""
"theory-jazz-003","12","What is 'post-bop' and what distinguishes it from bebop?","Post-bop (mid-1950s-1960s) blended bebop harmony with modal jazz, free elements, and new compositional approaches — less formulaic than bebop, more personal and exploratory","Post-bop is slower than bebop","Post-bop uses simpler harmony","Post-bop abandoned improvisation","Jazz Theory","music_theory","advanced","Post-bop (Miles Davis's second great quintet, Coltrane's quartet, Herbie Hancock, Wayne Shorter) took bebop's harmonic sophistication as a starting point, then added modal elements, metric freedom, through-composed sections, and freer collective improvisation. Wayne Shorter's compositions ('E.S.P.,' 'Infant Eyes') exemplify post-bop's ambiguous, non-functional harmonic language.","Include a historical development note: trace how this concept evolved from swing → bebop → post-bop → contemporary jazz.","","David Liebman, A Chromatic Approach to Jazz Harmony and Melody (Advance Music). Barry Harris workshop materials. Berklee Jazz Piano Voicings.","","","","","","","","","",""
"theory-keys-003","1","How does the 'well-temperament' system (Bach's era) differ from equal temperament?","Well-temperament tunes each key slightly differently so all keys are usable but some have more 'color' than others; equal temperament tunes all semitones identically","They are the same system","Well-temperament is just another name for just intonation","Well-temperament uses more than 12 notes per octave","Key Signatures","music_theory","advanced","Well-temperament (Werckmeister, Kirnberger, Vallotti) distributes the Pythagorean comma unevenly, making all 24 keys usable (unlike mean-tone temperament) but giving each key a distinctive character. This may have been Bach's motivation for the 'Well-Tempered Clavier' — showcasing all 24 major and minor keys. Equal temperament makes all keys identical in character.","Add an enharmonic key note: identify the enharmonic equivalent key and explain when each spelling is conventionally preferred.","","Heinrich Schenker, Free Composition (Schirmer) — tonal regions. Arnold Schoenberg, Structural Functions of Harmony (Norton) — regions chart.","","","","","","","","","",""
"theory-keys-003","2","What is 'monotonality' as described by Schoenberg?","The concept that even chromatic, modulatory music is fundamentally in one key — apparent modulations are deep-level prolongations of the home key","Music that stays in one key entirely","A theory that all keys reduce to C major","A harmonic system using one scale throughout","Key Signatures","music_theory","advanced","Schoenberg's 'monotonality' (from 'Structural Functions of Harmony') argued that chromatic modulations don't truly leave the home key — they are prolongations of regions within it. A modulation to the relative major is really just elaborating the 'relative major region' within the home key's tonal field. This explains how extended tonality can remain 'in one key' while covering vast harmonic territory.","Include a Schoenberg regions reference: place this key on the harmonic regions chart relative to the home key of C major.","","Dmitri Tymoczko, A Geometry of Music — key distance metrics. Richard Cohn, Audacious Euphony — hexatonic poles and key relationships.","","","","","","","","","",""
"theory-keys-003","3","What is the 'axis system' in Bartók's theory (as analyzed by Ernő Lendvai)?","A tonal system where all 12 keys group into 3 functional axes (tonic, subdominant, dominant) at tritone pairs, creating harmonic substitutions at the tritone and minor 3rd","A system of pitch axes for serial music","A method of aligning the circle of 5ths with a grid","A system of modal axis substitutions","Key Signatures","music_theory","advanced","Lendvai's axis analysis of Bartók groups the 12 tonics into three functional axes: Tonic axis (C, E♭, F#, A), Subdominant axis (F, A♭, B, D), Dominant axis (G, B♭, D♭, E). Any key can substitute for another within its axis. This explains Bartók's tritone-related key areas and his use of 'tonic' functions at multiple pitch levels.","Add a modulation analysis: identify three different pivot chords that could connect this key to its relative minor.","","Walter Piston, Harmony, 5th ed. Ch. 20-22 (chromatic modulation). Aldwell & Schachter, Harmony and Voice Leading Ch. 30-32. Journal of Music Theory.","","","","","","","","","",""
"theory-keys-003","4","What is the 'Tonnetz' (Tone Network) in music theory?","A 2D lattice of pitch classes arranged by 5ths and 3rds — used to visualize neo-Riemannian transformations and harmonic proximity","A type of pitch class set","A system for visualizing scales","A chart of all possible chord voicings","Key Signatures","music_theory","advanced","The Tonnetz (Euler, 19th century; revived by neo-Riemannian theorists) arranges pitches in a 2D lattice: horizontal axis = 5ths, diagonal axes = 3rds. Triads are triangles on the Tonnetz; P, L, R operations flip a triangle across one edge. This geometric model reveals the underlying topology of tonal harmony and voice-leading distances.","Include a borrowed chord note: identify chords borrowed from the parallel minor that commonly appear in this key.","","David Beach, translation of Schenker's writings. Arnold Schoenberg, Theory of Harmony (UC Press). Journal of the American Musicological Society.","","","","","","","","","",""
"theory-keys-003","5","What is a 'key area' vs. a 'tonal center' in post-tonal analysis?","Key area: a region with a clear major/minor tonal center (functional harmony); tonal center: a pitch that acts as a reference point through repetition, registral prominence, or other non-functional means","They are interchangeable terms","A key area is one bar long; tonal center is a whole section","Key area uses sharps/flats; tonal center does not","Key Signatures","music_theory","advanced","In tonal music, key areas use functional harmony to establish a center. In post-tonal or modal music, a 'tonal center' (or 'centric pitch') can be established through non-functional means: pedal points, registral placement, metric accent, or frequent return. Hindemith's theory of 'root' focused on these acoustic rather than functional principles.","Add a historical context note: name a landmark classical work composed in this key and discuss its expressive associations.","","Alan Forte, The Structure of Atonal Music (Yale). Nicolas Cook, A Guide to Music Analysis (Norton). Cambridge Music Handbooks series.","","","","","","","","","",""
"theory-keys-003","6","What is 'pandiatonicism'?","Using all 7 notes of a diatonic scale freely without functional harmonic progressions — chords are formed by accident of voice leading rather than by function","Music using all 12 notes without functional harmony","A term for extremely complex chromatic harmony","Diatonic music without any accidentals","Key Signatures","music_theory","advanced","Pandiatonicism (Slonimsky's term) uses diatonic scale notes in any combination without traditional functional voice leading — treating diatonic notes as a kind of 'white-note' chromatic language. Stravinsky used pandiatonic techniques in 'Petrushka' and the 'Symphony of Psalms.' It creates a distinctly modern, clear-toned sound that sounds 'tonal' but refuses harmonic direction.","Add an enharmonic key note: identify the enharmonic equivalent key and explain when each spelling is conventionally preferred.","","Heinrich Schenker, Free Composition (Schirmer) — tonal regions. Arnold Schoenberg, Structural Functions of Harmony (Norton) — regions chart.","","","","","","","","","",""
"theory-keys-003","7","What is the 'tritone' structural axis in jazz key relationships?","The tritone creates a symmetry axis — keys a tritone apart can substitute for each other (tritone substitution) because they share the same tritone interval internally","The tritone separates major from minor keys","The tritone is the halfway point of the circle of 5ths","The tritone axis is the relationship between parallel keys","Key Signatures","music_theory","advanced","The tritone divides the octave symmetrically. In jazz, this symmetry allows tritone substitution: D♭7 substitutes for G7 because both share the same tritone (F and B/C♭). More broadly, keys a tritone apart (C and F#) create a structural axis — many jazz composers (Coltrane, Shorter) exploit this symmetry for large-scale harmonic planning.","Include a Schoenberg regions reference: place this key on the harmonic regions chart relative to the home key of C major.","","Dmitri Tymoczko, A Geometry of Music — key distance metrics. Richard Cohn, Audacious Euphony — hexatonic poles and key relationships.","","","","","","","","","",""
"theory-keys-003","8","What is 'bimodality' in Bartók's harmonic language?","The simultaneous use of major and minor (or two different modes) on the same tonic — creating complex, ambiguous harmonies","The use of two different keys simultaneously","A term for modal mixture","Using the same scale in two different octaves","Key Signatures","music_theory","advanced","Bartók's bimodality (also called 'polymodality') superimposes two different modes or scales sharing the same tonic — e.g. C major + C Phrygian, creating harmonies with both major 3rd and minor 2nd. This creates rich, ambiguous sonorities that are distinctly modal yet not traditionally tonal. Found throughout his string quartets and concertos.","Add a modulation analysis: identify three different pivot chords that could connect this key to its relative minor.","","Walter Piston, Harmony, 5th ed. Ch. 20-22 (chromatic modulation). Aldwell & Schachter, Harmony and Voice Leading Ch. 30-32. Journal of Music Theory.","","","","","","","","","",""
"theory-keys-003","9","What is the 'Neapolitan relationship' between two keys?","A harmonic relationship where one key is built on the ♭II degree of another — e.g. D♭ major as the Neapolitan of C major","Two keys a half step apart","Two keys sharing a common dominant","Two keys with enharmonically spelled key signatures","Key Signatures","music_theory","advanced","The Neapolitan relationship (between a key and the major key a major 7th below / minor 2nd above) creates one of the most dramatic key-change gestures in classical music. Schubert frequently juxtaposes tonic and Neapolitan areas (e.g. C major and D♭ major). The half-step bass motion and common-tone voice leading make these shifts viscerally arresting.","Include a borrowed chord note: identify chords borrowed from the parallel minor that commonly appear in this key.","","David Beach, translation of Schenker's writings. Arnold Schoenberg, Theory of Harmony (UC Press). Journal of the American Musicological Society.","","","","","","","","","",""
"theory-keys-003","10","What is 'just intonation' tuning of key signatures and how does it differ from equal temperament?","Just intonation tunes intervals to pure frequency ratios, making each key sound pure within itself but creating 'wolf intervals' between distant keys; equal temperament compromises all intervals to work equally in all keys","They are the same tuning","Just intonation uses microtones; equal temperament does not","Just intonation adds extra notes to each key signature","Key Signatures","music_theory","advanced","In just intonation, a perfect 5th = 3:2 = 701.955 cents; in equal temperament, it's 700 cents. Just intonation makes C major sound pure but creates problems when modulating — keys far on the circle accumulate tuning discrepancies. Equal temperament (12-EDO) sacrifices the purity of individual intervals so all 12 major and minor keys are equally usable.","Add a historical context note: name a landmark classical work composed in this key and discuss its expressive associations.","","Alan Forte, The Structure of Atonal Music (Yale). Nicolas Cook, A Guide to Music Analysis (Norton). Cambridge Music Handbooks series.","","","","","","","","","",""
"theory-keys-003","11","What is the 'relative tonic' concept in minor key theory?","The idea that minor keys often function with their relative major as a secondary tonal center — the relative major acts as a rest point within the minor key's harmonic orbit","The tonic of the relative minor","A chord acting as a temporary tonic","A type of modal mixture","Key Signatures","music_theory","advanced","In minor key pieces, the relative major often serves as a secondary tonal goal, not just a key for modulation. In A minor, C major frequently acts as a secondary resting point. This explains why many minor-key works sound like they're 'in two keys' — they exploit the shared tonal orbit between a minor key and its relative major.","Add an enharmonic key note: identify the enharmonic equivalent key and explain when each spelling is conventionally preferred.","","Heinrich Schenker, Free Composition (Schirmer) — tonal regions. Arnold Schoenberg, Structural Functions of Harmony (Norton) — regions chart.","","","","","","","","","",""
"theory-keys-003","12","What is 'remote modulation' and what techniques make it possible?","Modulation to a distantly related key (not adjacent on the circle of 5ths) — achieved via enharmonic reinterpretation, common tones, or chromatic mediant relationships","Modulation to a key more than 3 sharps/flats away","Modulation without any preparation","A type of abrupt key change used in jazz","Key Signatures","music_theory","advanced","Remote modulations (e.g. C major to E major or A♭ major) require special techniques: (1) Enharmonic reinterpretation of diminished 7th or German Aug6 chords, (2) Common-tone pivot (sustaining a note while its function changes), (3) Chromatic mediant motion (direct, with smooth voice leading). Schubert, Liszt, and Wagner were masters of remote modulation.","Include a Schoenberg regions reference: place this key on the harmonic regions chart relative to the home key of C major.","","Dmitri Tymoczko, A Geometry of Music — key distance metrics. Richard Cohn, Audacious Euphony — hexatonic poles and key relationships.","","","","","","","","","",""
"theory-keys-003","13","What is 'Schoenberg's theory of regions' in extended tonality?","A systematic map of harmonic regions available in a key — from closely related (parallel, relative) to remote (mediant, submediant, Neapolitan), all still within the home key's sphere","A method of modulating through all 24 keys","A system for analyzing serial music","A chart of all possible key signatures","Key Signatures","music_theory","advanced","In 'Structural Functions of Harmony,' Schoenberg mapped all harmonic 'regions' accessible from a home key. Close regions: parallel minor, relative major/minor, dominant major/minor. Middle-distance: subdominant, Neapolitan. Remote: all mediant and submediant regions. Every region is still 'within' the home key's monotonal sphere — a remarkable synthesis of chromatic practice and tonal theory.","Add a modulation analysis: identify three different pivot chords that could connect this key to its relative minor.","","Walter Piston, Harmony, 5th ed. Ch. 20-22 (chromatic modulation). Aldwell & Schachter, Harmony and Voice Leading Ch. 30-32. Journal of Music Theory.","","","","","","","","","",""
"theory-scales-ext","1","What is the pattern of whole and half steps in a major scale?","W-W-H-W-W-W-H","W-H-W-W-H-W-W","W-W-W-H-W-W-H","H-W-W-W-H-W-W","Scales & Modes","music_theory","beginner","The major scale pattern (Ionian mode) is two whole steps, a half step, three whole steps, and a final half step. This pattern is the same in every key.","Practice by playing a C major scale on piano and labeling each interval as W (whole) or H (half). Say it out loud: W-W-H-W-W-W-H until it becomes automatic.

Show on a piano keyboard diagram with scale degrees marked and half steps indicated. Have students sing the scale on solfège (Do-Re-Mi).","","Alfred's Essentials of Music Theory, Books 1-2. ABRSM Theory Grade 1-3. Practice: sing scales on solfège (Do-Re-Mi). Tenuto app (musictheory.net) — scale exercises.","","","","","","","","","",""
"theory-scales-ext","2","Which scale is most commonly used in pop songs like 'Let It Be' and 'Someone Like You'?","Major scale","Minor pentatonic","Dorian mode","Blues scale","Scales & Modes","music_theory","beginner","Both songs are in major keys and draw primarily on major scale notes. The major scale provides the bright, resolved sound that defines most mainstream pop music.","Listen to these songs and identify the tonic note. Ask yourself: does it sound bright and resolved (major) or dark and yearning (minor)? Training your ear this way is faster than memorizing rules.

Include a real song example: identify a well-known melody that uses this scale and point out where the scale notes appear.","","Hal Leonard Music Theory Workbook, Level 1. ABRSM Grade 2-3. Recommended: Adam Neely YouTube — scale fundamentals. Practice all scales from C, G, F, D, A, E.","","","","","","","","","",""
"theory-scales-ext","3","What is the relative minor of C major?","A minor","E minor","D minor","G minor","Scales & Modes","music_theory","beginner","The relative minor starts on the 6th degree of the major scale and shares all the same notes. C major's 6th degree is A, so A minor is the relative minor of C major.","Count up to the 6th note of any major scale to find its relative minor: C-D-E-F-G-A. The 6th note is A, so A minor is relative to C major. This works for every key.

Add a practical exercise: write out this scale from three different root notes (C, G, F) to reinforce the interval pattern.","","Music Theory for Beginners (Robert Wallis, Rockschool). ABRSM Grade 2-4 scale requirements. Alfred's Music Theory Workbook.","","","","","","","","","",""
"theory-scales-ext","4","How many notes are in a pentatonic scale?","5","6","7","8","Scales & Modes","music_theory","beginner","Penta' comes from the Greek word for five. The pentatonic scale omits the 4th and 7th degrees of the major scale, leaving 5 notes that work harmoniously over many chord types.","Penta' = five (like pentagon). Remove the 4th and 7th from a major scale: in C, drop F and B, leaving C-D-E-G-A. This is why pentatonic sounds so versatile — no strong leading tones or tendency tones.

Connect to instrument: show the scale as a fingering pattern on both piano keyboard and bass guitar neck for practical context.","","Alfred's Essentials of Music Theory. Practice: begin every lesson with a 5-minute scale routine in C, G, F, and A minor. Rockschool Grade 2-4.","","","","","","","","","",""
"theory-scales-ext","5","What scale is formed by playing only the black keys on a piano?","F# major pentatonic (Gb pentatonic)","C major scale","G major scale","B minor scale","Scales & Modes","music_theory","beginner","The five black keys form a pentatonic scale starting on F# (or Gb). Pentatonic scales have no half steps, which is why they are common in folk, pop, and world music traditions globally.","Try it: play only black keys from F# to F# and notice how everything sounds like it belongs together. No note sounds 'wrong' — that's the pentatonic magic. It's used in music from West Africa to East Asia to American blues.

Add ear training: play the scale and have students identify it from two options by sound before revealing the answer.","","Music Theory: The Complete Guide (Jake Jackson). ABRSM Grade 2-4. Teach scales in the context of songs students already know and love.","","","","","","","","","",""
"theory-scales-ext","6","Which mode starts on the 2nd degree of a major scale?","Dorian","Phrygian","Lydian","Mixolydian","Scales & Modes","music_theory","intermediate","The seven modes of the major scale start on each successive degree: Ionian (1st), Dorian (2nd), Phrygian (3rd), Lydian (4th), Mixolydian (5th), Aeolian (6th), Locrian (7th).","Use the mnemonic: 'I Don't Play Loud Music After Learning' — Ionian, Dorian, Phrygian, Lydian, Mixolydian, Aeolian, Locrian. The 2nd letter is D = Dorian.

Add an improvisation task: give a drone backing track and have students create a 4-bar phrase using only these scale tones.","","Mark Levine, The Jazz Theory Book (Sher Music) — Ch. 1-3 on scales and modes. ABRSM Grade 5-6. iReal Pro app for modal backing tracks in all keys.","","","","","","","","","",""
"theory-scales-ext","7","Which mode has a raised 4th degree compared to the major scale?","Lydian","Mixolydian","Dorian","Aeolian","Scales & Modes","music_theory","intermediate","Lydian mode is identical to the major scale except its 4th degree is raised by a half step. This creates a floating, dreamlike quality used extensively in film scores and ambient music.","Lydian = major scale with #4. In C Lydian: C-D-E-F#-G-A-B. That F# gives it an ethereal lift. Listen to John Williams' theme from 'Hook' or Joe Satriani's 'Flying in a Blue Dream' to hear Lydian in action.

Include a genre connection: name two musical styles that commonly use this scale/mode and provide a listening example for each.","","Jerry Coker, Improvising Jazz (Touchstone). ABRSM Grade 4-5. Recommended listening: Miles Davis 'Kind of Blue' for modal scale application in practice.","","","","","","","","","",""
"theory-scales-ext","8","The Mixolydian mode is like a major scale but with which altered note?","Lowered 7th","Raised 4th","Lowered 3rd","Raised 6th","Scales & Modes","music_theory","intermediate","Mixolydian is built on the 5th degree of the major scale and features a lowered 7th, giving it a bluesy, rock quality. It is the scale naturally produced by dominant 7th chords.","Mixolydian = major scale with b7. In G Mixolydian: G-A-B-C-D-E-F. That F (not F#) is the key. Think of 'Sweet Home Chicago,' 'Norwegian Wood,' or virtually any blues-rock guitar riff — that's Mixolydian flavor.

Add a comparison question: list the specific degrees altered vs. the major scale and describe the mood change this produces.","","Ted Pease, Jazz Composition (Berklee Press). Modes in compositional context. ABRSM Grade 5. Aebersold Vol. 3 — The ii-V-I Progression for practice.","","","","","","","","","",""
"theory-scales-ext","9","What scale adds chromatic passing tones to the pentatonic scale to create the blues sound?","Blues scale (adds b5 passing tone to minor pentatonic)","Harmonic minor scale","Dorian mode","Lydian dominant scale","Scales & Modes","music_theory","intermediate","The blues scale is the minor pentatonic scale plus an added b5 (the 'blue note'). This chromatic passing tone creates the characteristic tension and expression of blues, jazz, and rock soloing.","Learn A blues: A-C-D-Eb-E-G-A. The Eb is the blue note — it clashes slightly, creating that expressive 'cry.' Practice bending the Eb up to E on guitar. That bend IS the blues — it mimics the human voice expressing emotion.

Include a chord pairing: identify which chord type this scale is most naturally paired with in jazz or pop.","","David Baker, Jazz Improvisation (Frangipani Press). Scale-chord relationships. Recommended: Paul Davids YouTube — modal scales with guitar context.","","","","","","","","","",""
"theory-scales-ext","10","In jazz, which scale is commonly used over dominant 7th chords in a II-V-I progression?","Mixolydian","Lydian","Phrygian","Whole tone","Scales & Modes","music_theory","intermediate","Over a dominant 7th chord (V7), the Mixolydian mode outlines all four chord tones: root, major 3rd, perfect 5th, and minor 7th. It provides both chord-tone stability and melodic interest.","Over G7 in C major, play G Mixolydian (G-A-B-C-D-E-F). Notice the chord tones G-B-D-F are all in the scale. This is why Mixolydian is the default starting point for improvising over dominant chords in jazz.

Add a composition task: write a 4-bar melody using this scale over a simple I-IV-V backing in two different keys.","","Berklee Music Theory Books 1-2 (Paul Schmeling). ABRSM Grade 5. iReal Pro — modal play-along tracks in all 12 keys and multiple tempos.","","","","","","","","","",""
"theory-scales-ext","11","What is the defining characteristic of the Phrygian mode?","A half step between the root and the 2nd degree (b2)","A raised 7th degree","A raised 4th degree","A lowered 5th degree","Scales & Modes","music_theory","intermediate","Phrygian mode has a b2 — its 2nd degree is only a half step above the root. This creates a dark, tense sound associated with Spanish flamenco, heavy metal, and Middle Eastern music.","Play E Phrygian: E-F-G-A-B-C-D-E. Notice F is just a half step above E (unlike most modes where the 2nd is a whole step away). That narrow opening interval creates the characteristic tension. Listen to Metallica's 'Wherever I May Roam' for Phrygian metal.

Add an improvisation task: give a drone backing track and have students create a 4-bar phrase using only these scale tones.","","Mark Levine, The Jazz Theory Book (Sher Music) — Ch. 1-3 on scales and modes. ABRSM Grade 5-6. iReal Pro app for modal backing tracks in all keys.","","","","","","","","","",""
"theory-scales-ext","12","The Dorian mode is often described as a minor scale with which raised degree?","Raised 6th (major 6th)","Raised 7th","Raised 2nd","Raised 4th","Scales & Modes","music_theory","intermediate","Dorian is a natural minor scale with a raised 6th. This major 6th gives Dorian a slightly brighter, cooler sound than pure natural minor, making it ideal for jazz, funk, and Latin music.","Compare A natural minor (A-B-C-D-E-F-G) with A Dorian (A-B-C-D-E-F#-G). That F# is the raised 6th. It adds brightness without being full major. Think 'Oye Como Va' by Santana or 'So What' by Miles Davis — classic Dorian.

Include a genre connection: name two musical styles that commonly use this scale/mode and provide a listening example for each.","","Jerry Coker, Improvising Jazz (Touchstone). ABRSM Grade 4-5. Recommended listening: Miles Davis 'Kind of Blue' for modal scale application in practice.","","","","","","","","","",""
"theory-scales-ext","13","What is the difference between the harmonic minor scale and the natural minor scale?","The harmonic minor has a raised 7th degree","The harmonic minor has a lowered 3rd degree","The harmonic minor has a raised 6th degree","The harmonic minor has a lowered 5th degree","Scales & Modes","music_theory","advanced","The harmonic minor raises the 7th degree to create a leading tone — a note only a half step below the tonic. This strong pull back to the tonic makes it ideal for classical cadences and reharmonization in jazz.","In A natural minor: A-B-C-D-E-F-G. In A harmonic minor: A-B-C-D-E-F-G#. That G# is a leading tone (half step below A) that creates powerful V7-i cadences. The resulting augmented 2nd (F to G#) gives it an exotic, dramatic sound.

Add a reharmonization exercise: how does using this scale over an unexpected chord create outside tension that resolves?","","Ernst Toch, The Shaping Forces in Music (Dover). Alan Belkin, Tonal Counterpoint. Gérard Grisey 'Partiels' score (IRCAM) for spectral scale use.","","","","","","","","","",""
"theory-scales-ext","14","Which scale consists entirely of whole steps and which impressionist composer used it extensively?","Whole tone scale; Claude Debussy used it extensively","Chromatic scale; J.S. Bach used it extensively","Diminished scale; Frédéric Chopin used it extensively","Pentatonic scale; Wolfgang Mozart used it extensively","Scales & Modes","music_theory","advanced","The whole tone scale has 6 notes and no half steps, creating an ambiguous, floating sound with no strong tonal center. Debussy used it to evoke water, mist, and dreamlike states in works like 'La Cathédrale Engloutie.'","Try C whole tone: C-D-E-F#-G#-A#-C. Notice it sounds unsettled — there's no leading tone, no strong home base. Every interval is a whole step. This ambiguity is what made it revolutionary for Impressionist composers.

Include historical context: identify a classical composer and a jazz musician who both prominently used this scale/mode.","","Dmitri Tymoczko, A Geometry of Music (Oxford). Journal of Music Theory — modal harmony articles. Advanced scale geometry and tonal space.","","","","","","","","","",""
"theory-scales-ext","15","What is the Lydian Dominant scale and over which chord is it typically used?","Major scale with raised 4th and lowered 7th; used over dominant 7th chords","Minor scale with raised 6th and lowered 2nd; used over minor chords","Major scale with lowered 2nd and 6th; used over diminished chords","Pentatonic with added chromatic tones; used over major 7th chords","Scales & Modes","music_theory","advanced","Lydian Dominant (also called Lydian b7) is the 4th mode of the melodic minor scale: W-W-W-H-W-H-W. It combines Lydian's raised 4th with Mixolydian's lowered 7th, making it perfect for unresolved dominant chords and tritone substitutions.","Lydian Dominant = Lydian (#4) + Dominant (b7). On C: C-D-E-F#-G-A-Bb. The F# (raised 4th) and Bb (b7) create a tritone relationship that adds intense color. Listen to jazz ballads and film scores — that lush, suspended dominant sound is often Lydian Dominant.

Add a voice leading analysis: trace how this scale connects to the next scale in a common progression (e.g., II-V-I).","","Paul Hindemith, The Craft of Musical Composition Vol. 1. Joseph Schillinger, The Schillinger System of Musical Composition. Berklee Advanced Improvisation.","","","","","","","","","",""
"theory-scales-ext","16","In modal jazz, what does it mean to 'play outside' a mode?","Using intentional chromatic or foreign tones to create tension before resolving back inside","Using only chord tones and avoiding scale tones","Playing in the low register instead of the high register","Using a different rhythm against the time feel","Scales & Modes","music_theory","advanced","Playing outside' means intentionally using notes foreign to the current modal center to create tension. When resolved back to 'inside' notes, the contrast creates dramatic expression. It is a hallmark of post-bop jazz improvisation.","Practice by playing a phrase in C Dorian, then transposing the same phrase up or down a half step (outside), then resolving back to C. The brief foreign sound creates tension that makes the resolution more powerful. This is how Coltrane and Shorter created surprise.

Add a harmonic context: identify which mode of melodic minor or harmonic minor this scale corresponds to and which chord it generates.","","George Russell, Lydian Chromatic Concept of Tonal Organization (Concept Publishing). Vincent Persichetti, Twentieth Century Harmony (Norton).","","","","","","","","","",""
"theory-scales-ext","17","What is the octatonic (diminished) scale and how many unique versions exist?","An 8-note scale alternating whole and half steps; only 3 unique versions exist","An 8-note scale with all whole steps; 4 unique versions exist","A 7-note scale alternating whole and half steps; 6 unique versions exist","An 8-note scale with all half steps; 2 unique versions exist","Scales & Modes","music_theory","advanced","The diminished scale alternates whole and half steps (or H-W) in two possible patterns, creating an 8-note scale. Due to its symmetrical nature (repeating every minor 3rd), there are only 3 distinct diminished scales that cover all 12 keys.","Because the diminished scale is symmetrical, C diminished = Eb diminished = F# diminished = A diminished — they share all the same notes. Only 3 unique scales cover all 12 keys. Use them over diminished 7th chords and dominant 7b9 chords in jazz.

Include a transcription task: find a professional recording using this scale and transcribe a 4-bar excerpt for analysis.","","Nicolas Slonimsky, Thesaurus of Scales and Melodic Patterns. Olivier Messiaen, The Technique of My Musical Language. Berklee Advanced Harmony.","","","","","","","","","",""
"theory-scales-ext","18","What is the difference between ascending and descending melodic minor?","Ascending has raised 6th and 7th; descending reverts to natural minor","Ascending has raised 4th and 5th; descending has lowered 2nd and 3rd","Both are identical; only the tempo changes","Ascending uses chromatic passing tones; descending uses diatonic tones only","Scales & Modes","music_theory","advanced","Classical melodic minor raises the 6th and 7th ascending to avoid the awkward augmented 2nd of harmonic minor, making it easier to sing. Descending, the leading tone is less needed, so the scale reverts to natural minor. Jazz typically uses the ascending form in both directions.","Classical: A melodic minor ascending = A-B-C-D-E-F#-G#-A (raised 6 and 7); descending = A-G-F-E-D-C-B-A (natural minor). In jazz, we use just the ascending form both ways. This 'jazz melodic minor' is the basis of many modern scales including Lydian Dominant.

Add a reharmonization exercise: how does using this scale over an unexpected chord create outside tension that resolves?","","Ernst Toch, The Shaping Forces in Music (Dover). Alan Belkin, Tonal Counterpoint. Gérard Grisey 'Partiels' score (IRCAM) for spectral scale use.","","","","","","","","","",""
"theory-scales-ext","19","What is the 'acoustic scale' and why is it named this?","A scale matching the natural harmonic series (W-W-W-H-W-H-W); named for resembling naturally occurring overtones","A scale used exclusively on acoustic guitar","A scale with no semitones for a pure, resonant sound","A 12-note scale representing all acoustic frequencies","Scales & Modes","music_theory","advanced","The acoustic scale (Lydian Dominant or overtone scale) approximates the pitches naturally produced in the harmonic series of a single fundamental tone. Bartók, Hindemith, and spectral composers used it to link music theory to acoustic physics.","Play C acoustic scale: C-D-E-F#-G-A-Bb-C. The F# and Bb approximate partials 11 and 7 in the harmonic series. When a C note sounds on a horn, these pitches are already faintly present as overtones — the scale literally captures the physics of sound.

Include historical context: identify a classical composer and a jazz musician who both prominently used this scale/mode.","","Dmitri Tymoczko, A Geometry of Music (Oxford). Journal of Music Theory — modal harmony articles. Advanced scale geometry and tonal space.","","","","","","","","","",""
"theory-scales-ext","20","In an A minor pentatonic scale, which 5 notes do you use?","A, C, D, E, G","A, B, D, E, G","A, C, D, F, G","A, Bb, D, E, G","Scales & Modes","music_theory","beginner","The minor pentatonic formula is: root, b3, 4, 5, b7. Starting on A: A (root), C (b3), D (4), E (5), G (b7). This scale is the bedrock of blues, rock, and R&B guitar soloing worldwide.","Formula: R-b3-4-5-b7. On A: A-C-D-E-G. Memorize this as the 'power five' — virtually every blues and rock solo uses these notes. Learn the 5 CAGED pentatonic shapes on guitar and you can solo anywhere on the neck.

Add ear training: play the scale and have students identify it from two options by sound before revealing the answer.","","Music Theory: The Complete Guide (Jake Jackson). ABRSM Grade 2-4. Teach scales in the context of songs students already know and love.","","","","","","","","","",""
"theory-scales-ext","21","Which mode is used in traditional Spanish flamenco for its distinctive dark, tense sound?","Phrygian Dominant (5th mode of harmonic minor, with b2 and major 3rd)","Dorian","Locrian","Mixolydian","Scales & Modes","music_theory","intermediate","Phrygian Dominant (also called Spanish Phrygian) is the 5th mode of the harmonic minor scale. It has a b2, natural 3, and natural 7, creating the dramatic tension associated with flamenco, Santana, and Middle Eastern music.","E Phrygian Dominant: E-F-G#-A-B-C-D-E. Compare to regular E Phrygian (E-F-G-A-B-C-D-E) — notice the G# (major 3rd). That raised 3rd over the b2 creates the flamenco clash. Listen to Santana's 'Oye Como Va' and Rodrigo y Gabriela for modern flamenco use.

Add an improvisation task: give a drone backing track and have students create a 4-bar phrase using only these scale tones.","","Mark Levine, The Jazz Theory Book (Sher Music) — Ch. 1-3 on scales and modes. ABRSM Grade 5-6. iReal Pro app for modal backing tracks in all keys.","","","","","","","","","",""
